English_Sentence,Tamazight_Sentence,Dialect,Tamazight_Tifinagh,Tamazight_Arabic,Tamazight_Latin
Quick Charting,ⴰⵙⵡⵏⵏⵖ ⴰⴼⵙⵙⴰⵙ,Tachelhit,ⴰⵙⵡⵏⵏⵖ ⴰⴼⵙⵙⴰⵙ,اسوننغ افسساس,aswnnɣ afssas
Quick Totals,ⵜⵉⵎⵓⵜⵜⴰⵔ ⵜⵉⴼⵙⵙⴰⵙⵉⵏ,Tachelhit,ⵜⵉⵎⵓⵜⵜⴰⵔ ⵜⵉⴼⵙⵙⴰⵙⵉⵏ,تيموتتار تيفسساسين,timuttar tifssasin
Quick Tables,ⵜⵉⴼⵍⵡⵉⵏ ⵜⵉⴼⵙⵙⴰⵙⵉ,Tachelhit,ⵜⵉⴼⵍⵡⵉⵏ ⵜⵉⴼⵙⵙⴰⵙⵉ,تيفلوين تيفسساسي,tiflwin tifssasi
Practice Exercise,ⴰⵙⵉⵔⵎ ⵓⵙⵏⵉⵙ,Tachelhit,ⴰⵙⵉⵔⵎ ⵓⵙⵏⵉⵙ,اسيرم وسنيس,asirm usnis
Printing A Worksheet,ⴰⵙⵉⴳⴳⵣ ⵏ ⴽⵔⴰ ⵏ ⵡⵓⵔⴽⵛⵉⵜ,Tachelhit,ⴰⵙⵉⴳⴳⵣ ⵏ ⴽⵔⴰ ⵏ ⵡⵓⵔⴽⵛⵉⵜ,اسيڭڭز ن كرا ن ووركشيت,asiggz n kra n wurkshit
St. George’s Information Services,ⵜⵉⵏⵓⴼⴰ ⵏ ⵉⵏⵖⵎⵉⵙⵏ ⵏ ⵙⴰⵏⵜ ⵊⵓⵕⵊ,Tachelhit,ⵜⵉⵏⵓⴼⴰ ⵏ ⵉⵏⵖⵎⵉⵙⵏ ⵏ ⵙⴰⵏⵜ ⵊⵓⵕⵊ,تينوفا ن ينغميسن ن سانت جورّج,tinufa n inɣmisn n sant juṛj
The Charting Process,ⵜⵉⵣⵉⴳⵣⵜ ⵏ ⵓⵙⵡⵏⵏⵖ,Tachelhit,ⵜⵉⵣⵉⴳⵣⵜ ⵏ ⵓⵙⵡⵏⵏⵖ,تيزيڭزت ن وسوننغ,tizigzt n uswnnɣ
Choosing The Right Chart,ⴰⴷⵇⵇⵔ ⵏ ⵜⵡⵏⵖⴰ ⵉⵏⵎⵏ,Tachelhit,ⴰⴷⵇⵇⵔ ⵏ ⵜⵡⵏⵖⴰ ⵉⵏⵎⵏ,ادققر ن تونغا ينمن,ad99r n twnɣa inmn
Using A Recommended Chart,ⴰⵙⵙⵎⵔⵙ ⵏ ⵜⵡⵏⵖⴰ ⵉⵜⵜⵓⵙⵖⵍⴼⵏ,Tachelhit,ⴰⵙⵙⵎⵔⵙ ⵏ ⵜⵡⵏⵖⴰ ⵉⵜⵜⵓⵙⵖⵍⴼⵏ,اسسمرس ن تونغا يتتوسغلفن,assmrs n twnɣa ittusɣlfn
Creating A New Chart From Scratch,ⴰⵙⵏⴼⵍⵓⵍ ⵏ ⴽⵔⴰ ⵏ ⵜⵡⵏⵖⴰ ⵜⴰⵎⴰⵢⵏⵓⵜ ⵙⴳ ⵓⵎⵢⴰ,Tachelhit,ⴰⵙⵏⴼⵍⵓⵍ ⵏ ⴽⵔⴰ ⵏ ⵜⵡⵏⵖⴰ ⵜⴰⵎⴰⵢⵏⵓⵜ ⵙⴳ ⵓⵎⵢⴰ,اسنفلول ن كرا ن تونغا تاماينوت سڭ وميا,asnflul n kra n twnɣa tamaynut sg umya
Working With An Embedded Chart,ⴰⵙⵡⵓⵔⵉ ⵙ ⴽⵔⴰ ⵏ ⵜⵡⵏⵖⴰ ⵉⵜⵜⵢⴰⴷⴰⴼⵏ,Tachelhit,ⴰⵙⵡⵓⵔⵉ ⵙ ⴽⵔⴰ ⵏ ⵜⵡⵏⵖⴰ ⵉⵜⵜⵢⴰⴷⴰⴼⵏ,اسووري س كرا ن تونغا يتتيادافن,aswuri s kra n twnɣa ittyadafn
Resizing A Chart,ⴰⵍⴰⵙ ⵏ ⵜⵉⴷⴷⵉ ⵉ ⴽⵔⴰ ⵏ ⵜⵡⵏⵖⴰ,Tachelhit,ⴰⵍⴰⵙ ⵏ ⵜⵉⴷⴷⵉ ⵉ ⴽⵔⴰ ⵏ ⵜⵡⵏⵖⴰ,الاس ن تيددي ي كرا ن تونغا,alas n tiddi i kra n twnɣa
Repositioning A Chart,ⴰⵍⴰⵙ ⵏ ⵓⵙⵔⴰⵙ ⵏ ⴽⵔⴰ ⵏ ⵜⵡⵏⵖⴰ,Tachelhit,ⴰⵍⴰⵙ ⵏ ⵓⵙⵔⴰⵙ ⵏ ⴽⵔⴰ ⵏ ⵜⵡⵏⵖⴰ,الاس ن وسراس ن كرا ن تونغا,alas n usras n kra n twnɣa
Printing An Embedded Chart,ⴰⵙⵉⴳⴳⵣ ⵏ ⴽⵔⴰ ⵏ ⵜⵡⵏⵖⴰ ⵉⵜⵜⵢⴰⴷⴰⴼⵏ,Tachelhit,ⴰⵙⵉⴳⴳⵣ ⵏ ⴽⵔⴰ ⵏ ⵜⵡⵏⵖⴰ ⵉⵜⵜⵢⴰⴷⴰⴼⵏ,اسيڭڭز ن كرا ن تونغا يتتيادافن,asiggz n kra n twnɣa ittyadafn
Creating A Chart Sheet,ⴰⵙⵏⴼⵍⵓⵍ ⵏ ⴽⵔⴰ ⵏ ⵜⴼⵔⵜ ⵏ ⵜⵡⵏⵖⴰ,Tachelhit,ⴰⵙⵏⴼⵍⵓⵍ ⵏ ⴽⵔⴰ ⵏ ⵜⴼⵔⵜ ⵏ ⵜⵡⵏⵖⴰ,اسنفلول ن كرا ن تفرت ن تونغا,asnflul n kra n tfrt n twnɣa
Changing The Chart Type,ⴰⵙⵏⴼⵍ ⵏ ⵡⴰⵏⴰⵡ ⵏ ⵜⵡⵏⵖⴰ,Tachelhit,ⴰⵙⵏⴼⵍ ⵏ ⵡⴰⵏⴰⵡ ⵏ ⵜⵡⵏⵖⴰ,اسنفل ن واناو ن تونغا,asnfl n wanaw n twnɣa
The thread always follows the needle.,Aynna s tkka tisgnit tkkit tighrist,Central,ⴰⵢⵏⵏⴰ ⵙ ⵜⴽⴽⴰ ⵜⵉⵙⴳⵏⵉⵜ ⵜⴽⴽⵉⵜ ⵜⵉⴳⵀⵔⵉⵙⵜ,ايننا س تككا تيسڭنيت تككيت تيڭهريست,aynna s tkka tisgnit tkkit tighrist
"If you see something bad coming from your friend, leave them as if you would set down a cup","Ig tofit ka i wsmon ngh tmont, tsrst asrus n lkis",Central,"ⵉⴳ ⵜoⴼⵉⵜ ⴽⴰ ⵉ ⵡⵙⵎoⵏ ⵏⴳⵀ ⵜⵎoⵏⵜ, ⵜⵙⵔⵙⵜ ⴰⵙⵔⵓⵙ ⵏ ⵍⴽⵉⵙ","يڭ تoفيت كا ي وسمoن نڭه تمoنت, تسرست اسروس ن لكيس","ig tofit ka i wsmon ngh tmont, tsrst asrus n lkis"
The snake has just one name,Yown yism adila ifighr,Central,ⵢoⵡⵏ ⵢⵉⵙⵎ ⴰⴷⵉⵍⴰ ⵉⴼⵉⴳⵀⵔ,يoون ييسم اديلا يفيڭهر,yown yism adila ifighr
"Worms emerged from salt, and the wolf took on the role of a sheperd for sheep.","Tfghaghd tokka g tissnt, iks wochn olli",Central,"ⵜⴼⴳⵀⴰⴳⵀⴷ ⵜoⴽⴽⴰ ⴳ ⵜⵉⵙⵙⵏⵜ, ⵉⴽⵙ ⵡoⵛⵀⵏ oⵍⵍⵉ","تفڭهاڭهد تoككا ڭ تيسسنت, يكس وoشهن oللي","tfghaghd tokka g tissnt, iks woshhn olli"
"Just a sio of seawater is enough yo know it's sealty, there's no need to drink it all to confirm it's taste ","Lbhar yowt tnkhirt tisint is imargh, ur ihlajja atsot kollo atissint mad iga.",Central,"ⵍⴱⵀⴰⵔ ⵢoⵡⵜ ⵜⵏⴽⵀⵉⵔⵜ ⵜⵉⵙⵉⵏⵜ ⵉⵙ ⵉⵎⴰⵔⴳⵀ, ⵓⵔ ⵉⵀⵍⴰⵊⵊⴰ ⴰⵜⵙoⵜ ⴽoⵍⵍo ⴰⵜⵉⵙⵙⵉⵏⵜ ⵎⴰⴷ ⵉⴳⴰ.","لبهار يoوت تنكهيرت تيسينت يس يمارڭه, ور يهلاججا اتسoت كoللo اتيسسينت ماد يڭا.","lbhar yowt tnkhirt tisint is imargh, ur ihlajja atsot kollo atissint mad iga."
Your undergarments which consistently caouse you itchiness,Ihruyn nognso ak itchan,Central,ⵉⵀⵔⵓⵢⵏ ⵏoⴳⵏⵙo ⴰⴽ ⵉⵜⵛⵀⴰⵏ,يهروين نoڭنسo اك يتشهان,ihruyn nognso ak itshhan
the poorest quality tool never shatters,Orda yrza gar abchko,Central,Oⵔⴷⴰ ⵢⵔⵣⴰ ⴳⴰⵔ ⴰⴱⵛⵀⴽo,Oردا يرزا ڭار ابشهكo,orda yrza gar abshhko
Who owns a signle eye does not sleep in straw,Bo yat titt orda igan g'alim,Central,ⴱo ⵢⴰⵜ ⵜⵉⵜⵜ oⵔⴷⴰ ⵉⴳⴰⵏ ⴳ'ⴰⵍⵉⵎ,بo يات تيتت oردا يڭان ڭ'اليم,bo yat titt orda igan g'alim
The daughter of a talkative man never stays unmarried nor establishes a family ,Orda tbur illis n bo chan chan wala tla takat,Central,Oⵔⴷⴰ ⵜⴱⵓⵔ ⵉⵍⵍⵉⵙ ⵏ ⴱo ⵛⵀⴰⵏ ⵛⵀⴰⵏ ⵡⴰⵍⴰ ⵜⵍⴰ ⵜⴰⴽⴰⵜ,Oردا تبور يلليس ن بo شهان شهان والا تلا تاكات,orda tbur illis n bo shhan shhan wala tla takat
"Dirty language doesn't find its way into the mout, it's more likely to come out from it.","Leib orda ikcham imi, ofogh atid itfagh.",Central,"ⵍⴻⵉⴱ oⵔⴷⴰ ⵉⴽⵛⵀⴰⵎ ⵉⵎⵉ, oⴼoⴳⵀ ⴰⵜⵉⴷ ⵉⵜⴼⴰⴳⵀ.","ل يب oردا يكشهام يمي, oفoڭه اتيد يتفاڭه.","leib orda ikshham imi, ofogh atid itfagh."
Who has the courage to inform the lion that its breath is less than pleasant?,Mad ighin adas yini i izam hat ikhmajak imi?,Central,ⵎⴰⴷ ⵉⴳⵀⵉⵏ ⴰⴷⴰⵙ ⵢⵉⵏⵉ ⵉ ⵉⵣⴰⵎ ⵀⴰⵜ ⵉⴽⵀⵎⴰⵊⴰⴽ ⵉⵎⵉ?,ماد يڭهين اداس ييني ي يزام هات يكهماجاك يمي?,mad ighin adas yini i izam hat ikhmajak imi?
He belives the camel is composed entirely of meat.,Yany alghom ighal isak iga aksum,Central,ⵢⴰⵏⵢ ⴰⵍⴳⵀoⵎ ⵉⴳⵀⴰⵍ ⵉⵙⴰⴽ ⵉⴳⴰ ⴰⴽⵙⵓⵎ,ياني الڭهoم يڭهال يساك يڭا اكسوم,yany alghom ighal isak iga aksum
"Even when immersed in water, the greedy person still fells thirsty",Atmae ign ammas n w'aman at itini yaghi fad.,Central,ⴰⵜⵎⴰⴻ ⵉⴳⵏ ⴰⵎⵎⴰⵙ ⵏ ⵡ'ⴰⵎⴰⵏ ⴰⵜ ⵉⵜⵉⵏⵉ ⵢⴰⴳⵀⵉ ⴼⴰⴷ.,اتما  يڭن امماس ن و'امان ات يتيني ياڭهي فاد.,atmae ign ammas n w'aman at itini yaghi fad.
His mouth is bigger than his house door ,Yogr imins imi n taddart nss.,Central,ⵢoⴳⵔ ⵉⵎⵉⵏⵙ ⵉⵎⵉ ⵏ ⵜⴰⴷⴷⴰⵔⵜ ⵏⵙⵙ.,يoڭر يمينس يمي ن تاددارت نسس.,yogr imins imi n taddart nss.
That buttermilk for that porridge,Agho nagh i trwayt nagh,Central,ⴰⴳⵀo ⵏⴰⴳⵀ ⵉ ⵜⵔⵡⴰⵢⵜ ⵏⴰⴳⵀ,اڭهo ناڭه ي تروايت ناڭه,agho nagh i trwayt nagh
A closed mouth will always keep flies out ,Imi iqqan ordat kchman yizan,Central,ⵉⵎⵉ ⵉⵇⵇⴰⵏ oⵔⴷⴰⵜ ⴽⵛⵀⵎⴰⵏ ⵢⵉⵣⴰⵏ,يمي يققان oردات كشهمان ييزان,imi i99an ordat kshhman yizan
It is not the final strike that pierced the tambourine.,Orid titi tamggarot adistaksn igdam,Central,Oⵔⵉⴷ ⵜⵉⵜⵉ ⵜⴰⵎⴳⴳⴰⵔoⵜ ⴰⴷⵉⵙⵜⴰⴽⵙⵏ ⵉⴳⴷⴰⵎ,Oريد تيتي تامڭڭارoت اديستاكسن يڭدام,orid titi tamggarot adistaksn igdam
"They accused the snake of being malecious for its bites, but the snake retorted, 'While i may bite, I am not deceiver'.","Nanas i yfight tkhit datkass, inasn khigh walakin orda tssagh g wodm",Central,"ⵏⴰⵏⴰⵙ ⵉ ⵢⴼⵉⴳⵀⵜ ⵜⴽⵀⵉⵜ ⴷⴰⵜⴽⴰⵙⵙ, ⵉⵏⴰⵙⵏ ⴽⵀⵉⴳⵀ ⵡⴰⵍⴰⴽⵉⵏ oⵔⴷⴰ ⵜⵙⵙⴰⴳⵀ ⴳ ⵡoⴷⵎ","ناناس ي يفيڭهت تكهيت داتكاسس, يناسن كهيڭه والاكين oردا تسساڭه ڭ وoدم","nanas i yfight tkhit datkass, inasn khigh walakin orda tssagh g wodm"
Hit the saddle and tha donkey understands.,Owat tabarda ifham oghyoul.,Central,Oⵡⴰⵜ ⵜⴰⴱⴰⵔⴷⴰ ⵉⴼⵀⴰⵎ oⴳⵀⵢoⵓⵍ.,Oوات تاباردا يفهام oڭهيoول.,owat tabarda ifham oghyoul.
"Regardless of hoy well one speaks, there's always a certain charm in keeping silent.",Aynam mi ira igit wawal yoft ibssi,Central,ⴰⵢⵏⴰⵎ ⵎⵉ ⵉⵔⴰ ⵉⴳⵉⵜ ⵡⴰⵡⴰⵍ ⵢoⴼⵜ ⵉⴱⵙⵙⵉ,اينام مي يرا يڭيت واوال يoفت يبسسي,aynam mi ira igit wawal yoft ibssi
We ingest large logs but get choked on tiny thornes.,Danlqqam tigjda aragh hanqan wazzoyn.,Central,ⴷⴰⵏⵍⵇⵇⴰⵎ ⵜⵉⴳⵊⴷⴰ ⴰⵔⴰⴳⵀ ⵀⴰⵏⵇⴰⵏ ⵡⴰⵣⵣoⵢⵏ.,دانلققام تيڭجدا اراڭه هانقان واززoين.,danl99am tigjda aragh han9an wazzoyn.
"Upon returning from the market, my father was informed of the news by my mother.",Ikad baba souq aras tiki imma lkhbar.,Central,ⵉⴽⴰⴷ ⴱⴰⴱⴰ ⵙoⵓⵇ ⴰⵔⴰⵙ ⵜⵉⴽⵉ ⵉⵎⵎⴰ ⵍⴽⵀⴱⴰⵔ.,يكاد بابا سoوق اراس تيكي يمما لكهبار.,ikad baba sou9 aras tiki imma lkhbar.
As through i we performing a dance someone who is  blind.,Amis da chtah iwdrghal,Central,ⴰⵎⵉⵙ ⴷⴰ ⵛⵀⵜⴰⵀ ⵉⵡⴷⵔⴳⵀⴰⵍ,اميس دا شهتاه يودرڭهال,amis da shhtah iwdrghal
Is it essential to mention that the straw is white,Is ichrt imlul walim,Central,ⵉⵙ ⵉⵛⵀⵔⵜ ⵉⵎⵍⵓⵍ ⵡⴰⵍⵉⵎ,يس يشهرت يملول واليم,is ishhrt imlul walim
Do not hide the sun with a sieve.,Adur tsntalt tafoyt s bosyar.,Central,ⴰⴷⵓⵔ ⵜⵙⵏⵜⴰⵍⵜ ⵜⴰⴼoⵢⵜ ⵙ ⴱoⵙⵢⴰⵔ.,ادور تسنتالت تافoيت س بoسيار.,adur tsntalt tafoyt s bosyar.
"With a soft tongue, a camel eats thistles.",Iks ilgaghn is itcha olgham ikhtran.,Central,ⵉⴽⵙ ⵉⵍⴳⴰⴳⵀⵏ ⵉⵙ ⵉⵜⵛⵀⴰ oⵍⴳⵀⴰⵎ ⵉⴽⵀⵜⵔⴰⵏ.,يكس يلڭاڭهن يس يتشها oلڭهام يكهتران.,iks ilgaghn is itshha olgham ikhtran.
"Those favored by god will achieve triumpgh, regardless of those who underestimate them.",Onna ira rbi dat itnsar mami ibad bnadm tismziyn.,Central,Oⵏⵏⴰ ⵉⵔⴰ ⵔⴱⵉ ⴷⴰⵜ ⵉⵜⵏⵙⴰⵔ ⵎⴰⵎⵉ ⵉⴱⴰⴷ ⴱⵏⴰⴷⵎ ⵜⵉⵙⵎⵣⵉⵢⵏ.,Oننا يرا ربي دات يتنسار مامي يباد بنادم تيسمزيين.,onna ira rbi dat itnsar mami ibad bnadm tismziyn.
The one who can't be patient can't handle life.,Yan orighiyn i sbar or ighiy i zman.,Central,ⵢⴰⵏ oⵔⵉⴳⵀⵉⵢⵏ ⵉ ⵙⴱⴰⵔ oⵔ ⵉⴳⵀⵉⵢ ⵉ ⵣⵎⴰⵏ.,يان oريڭهيين ي سبار oر يڭهيي ي زمان.,yan orighiyn i sbar or ighiy i zman.
A handful of bees is much preferable to a swarm of flies.,Tof tkhmicht n tzizwa agodiy n yizan,Central,ⵜoⴼ ⵜⴽⵀⵎⵉⵛⵀⵜ ⵏ ⵜⵣⵉⵣⵡⴰ ⴰⴳoⴷⵉⵢ ⵏ ⵢⵉⵣⴰⵏ,تoف تكهميشهت ن تزيزوا اڭoديي ن ييزان,tof tkhmishht n tzizwa agodiy n yizan
"Whta is uusual is witnedding a camel walking on the wall, while observing a cat is entirely normal, as it follows its daily route.","Orda israab khs alghom aflla nogadir, ima mouch abrid nss aynnagh.",Central,"Oⵔⴷⴰ ⵉⵙⵔⴰⴰⴱ ⴽⵀⵙ ⴰⵍⴳⵀoⵎ ⴰⴼⵍⵍⴰ ⵏoⴳⴰⴷⵉⵔ, ⵉⵎⴰ ⵎoⵓⵛⵀ ⴰⴱⵔⵉⴷ ⵏⵙⵙ ⴰⵢⵏⵏⴰⴳⵀ.","Oردا يسرااب كهس الڭهoم افللا نoڭادير, يما مoوشه ابريد نسس اينناڭه.","orda israab khs alghom aflla nogadir, ima moushh abrid nss aynnagh."
"If you bring a bowul, you get the soup, if you bring a fire pot, you get embers.",Mgd tiwit tazota tawitn ahrir tiwid aghnja tawith tirgin.,Central,ⵎⴳⴷ ⵜⵉⵡⵉⵜ ⵜⴰⵣoⵜⴰ ⵜⴰⵡⵉⵜⵏ ⴰⵀⵔⵉⵔ ⵜⵉⵡⵉⴷ ⴰⴳⵀⵏⵊⴰ ⵜⴰⵡⵉⵜⵀ ⵜⵉⵔⴳⵉⵏ.,مڭد تيويت تازoتا تاويتن اهرير تيويد اڭهنجا تاويته تيرڭين.,mgd tiwit tazota tawitn ahrir tiwid aghnja tawith tirgin.
Walid talks to his friend on the phone.,Walid issawal akd umddukl-nns s ttilifun,Tarifit,ⵡⴰⵍⵉⴷ ⵉⵙⵙⴰⵡⴰⵍ ⴰⴽⴷ ⵓⵎⴷⴷⵓⴽⵍ-ⵏⵏⵙ ⵙ ⵜⵜⵉⵍⵉⴼⵓⵏ,واليد يسساوال اكد ومددوكل-ننس س تتيليفون,walid issawal akd umddukl-nns s ttilifun
Salma washed her car in the garage,Salma tssrd ṭṭumubil-nns dg ugaraj,Tarifit,ⵙⴰⵍⵎⴰ ⵜⵙⵙⵔⴷ ⵟⵟⵓⵎⵓⴱⵉⵍ-ⵏⵏⵙ ⴷⴳ ⵓⴳⴰⵔⴰⵊ,سالما تسسرد ططوموبيل-ننس دڭ وڭاراج,salma tssrd ṭṭumubil-nns dg ugaraj
Idir and Mamma will visit their grandmother in the hospital,Idir d Mamma ẓurn ḥnna-nsn dg usbiṭar,Tarifit,ⵉⴷⵉⵔ ⴷ ⵎⴰⵎⵎⴰ ⵥⵓⵔⵏ ⵃⵏⵏⴰ-ⵏⵙⵏ ⴷⴳ ⵓⵙⴱⵉⵟⴰⵔ,يدير د مامما زّورن حننا-نسن دڭ وسبيطار,idir d mamma ẓurn ḥnna-nsn dg usbiṭar
Rabbit,ⴱⵓⵢⴳⵔⴰⵏ,Tachelhit,ⴱⵓⵢⴳⵔⴰⵏ,بويڭران,buygran
Beard,ⵜⴰⵎⴰⵔⵜ/ⴰⵎⴰⵔ,Tachelhit,ⵜⴰⵎⴰⵔⵜ/ⴰⵎⴰⵔ,تامارت/امار,tamart/amar
I love you,"ⴰⵔⴽⵜⵉⵔⵉⵖ (ⵉ ⴰⵔⴳⴰⵣ),ⴰⵔⴽⵎⵜⵉⵔⵉⵖ (ⵉ ⵜⴰⵎⵖⴰⵔⵜ)",Tachelhit,"ⴰⵔⴽⵜⵉⵔⵉⵖ (ⵉ ⴰⵔⴳⴰⵣ),ⴰⵔⴽⵎⵜⵉⵔⵉⵖ (ⵉ ⵜⴰⵎⵖⴰⵔⵜ)","اركتيريغ (ي ارڭاز),اركمتيريغ (ي تامغارت)","arktiriɣ (i argaz),arkmtiriɣ (i tamɣart)"
Now,ⵍⵇⵓ,Central,ⵍⵇⵓ,لقو,l9u
House,Jggʷa,Central,ⵊⴳⴳʷⴰ,جڭڭʷا,jggʷa
Kitchen,Anwal,Central,ⴰⵏⵡⴰⵍ,انوال,anwal
I love you,"Adčtirix (i aryaz),Adčm tirix (i ṯamṭṭuṭ)",Central,"ⴰⴷčⵜⵉⵔⵉⵅ (ⵉ ⴰⵔⵢⴰⵣ),ⴰⴷčⵎ ⵜⵉⵔⵉⵅ (ⵉ ṯⴰⵎⵟⵟⵓⵟ)","ادčتيريخ (ي ارياز),ادčم تيريخ (ي ṯامططوط)","adčtiri5 (i aryaz),adčm tiri5 (i ṯamṭṭuṭ)"
Pig,Abulxir,Central,ⴰⴱⵓⵍⵅⵉⵔ,ابولخير,abul5ir
Problem,Amzmir,Central,ⴰⵎⵣⵎⵉⵔ,امزمير,amzmir
fox,Aḥilaw,Tachelhit,ⴰⵃⵉⵍⴰⵡ,احيلاو,aḥilaw
Blue,Anili,Tachelhit,ⴰⵏⵉⵍⵉ,انيلي,anili
Religion,Asyḏ,Tachelhit,ⴰⵙⵢḏ,اسيḏ,asyḏ
Back (body part),Aɛrur,Tachelhit,ⴰⵄⵔⵓⵔ,اعرور,aɛrur
Back (body part),Acrur,Tachelhit,ⴰⵛⵔⵓⵔ,اشرور,ashrur
Building,Tigmi,Tachelhit,ⵜⵉⴳⵎⵉ,تيڭمي,tigmi
Why?,Mah?,Tachelhit,ⵎⴰⵀ?,ماه?,mah?
Why?,Maɛ/Max?,Tachelhit,ⵎⴰⵄ/ⵎⴰⵅ?,ماع/ماخ?,maɛ/ma5?
Dog,Ablhal/Aydi,Tachelhit,ⴰⴱⵍⵀⴰⵍ/ⴰⵢⴷⵉ,ابلهال/ايدي,ablhal/aydi
Bread,Tangult,Tachelhit,ⵜⴰⵏⴳⵓⵍⵜ,تانڭولت,tangult
Big,Imqur,Tachelhit,ⵉⵎⵇⵓⵔ,يمقور,im9ur
Big,Imɣur,Tachelhit,ⵉⵎⵖⵓⵔ,يمغور,imɣur
Pup,Ablbul,Tachelhit,ⴰⴱⵍⴱⵓⵍ,ابلبول,ablbul
Dog/Pup,Ikzin,Tachelhit,ⵉⴽⵣⵉⵏ,يكزين,ikzin
Countryside,Lmuḍɛ,Tachelhit,ⵍⵎⵓⴹⵄ,لموضع,lmuḍɛ
Singing,Lhḍrt,Tachelhit,ⵍⵀⴹⵔⵜ,لهضرت,lhḍrt
Belly,Aḥlig,Tachelhit,ⴰⵃⵍⵉⴳ,احليڭ,aḥlig
Table,Lmrfɛ,Tachelhit,ⵍⵎⵔⴼⵄ,لمرفع,lmrfɛ
Table,Tadabut,Tachelhit,ⵜⴰⴷⴰⴱⵓⵜ,تادابوت,tadabut
Black,Asgan,Tachelhit,ⴰⵙⴳⴰⵏ,اسڭان,asgan
Black,Abrkan,Tachelhit,ⴰⴱⵔⴽⴰⵏ,ابركان,abrkan
Black,Akḥli,Tachelhit,ⴰⴽⵃⵍⵉ,اكحلي,akḥli
Race (sportive event),Cala,Tachelhi,ⵛⴰⵍⴰ,شالا,shala
Big,Axatar,Tachelhit,ⴰⵅⴰⵜⴰⵔ,اخاتار,a5atar
How are you?,Mamkda tgit?,Tachelhit,ⵎⴰⵎⴽⴷⴰ ⵜⴳⵉⵜ?,مامكدا تڭيت?,mamkda tgit?
Crazy,Amɛdur,Tachelhit,ⴰⵎⵄⴷⵓⵔ,امعدور,amɛdur
Belly,Adis,Tachelhit,ⴰⴷⵉⵙ,اديس,adis
A lot,Iɛtta,Tachelhit,ⵉⵄⵜⵜⴰ,يعتتا,iɛtta
He asked me when I was going to buy a new car.,ⵉⵙⵇⵙⴰ ⵉⵢⵉ ⵍⵍⵉⵖ ⵜⵜ ⵏⵏ ⴽⴽⵉⵖ ⴷⴷⵉⵖ ⴰⴷ ⵙⵖⵖ ⵢⴰⵜ ⵜⵀⵉⵔⵉⵜ ⵜⴰⵎⴰⵢⵏⵓⵜ.,Tachelhit,ⵉⵙⵇⵙⴰ ⵉⵢⵉ ⵍⵍⵉⵖ ⵜⵜ ⵏⵏ ⴽⴽⵉⵖ ⴷⴷⵉⵖ ⴰⴷ ⵙⵖⵖ ⵢⴰⵜ ⵜⵀⵉⵔⵉⵜ ⵜⴰⵎⴰⵢⵏⵓⵜ.,يسقسا ييي لليغ تت نن ككيغ دديغ اد سغغ يات تهيريت تاماينوت.,is9sa iyi lliɣ tt nn kkiɣ ddiɣ ad sɣɣ yat thirit tamaynut.
You don't like me.,ⵓⵔ ⵉⵢⵉ ⵜⵃⵎⵉⵍⴷ.,Tachelhit,ⵓⵔ ⵉⵢⵉ ⵜⵃⵎⵉⵍⴷ.,ور ييي تحميلد.,ur iyi tḥmild.
We didn't intend to attack him.,ⵓⵔ ⵢⴰⴷⵍⵍⵉ ⵏⵓⵎⵎⵉⵍ ⴰⴷ ⵏⵏ ⴼⵍⵍⴰⵙ ⵏⴰⴽⵯⵉ.,Tachelhit,ⵓⵔ ⵢⴰⴷⵍⵍⵉ ⵏⵓⵎⵎⵉⵍ ⴰⴷ ⵏⵏ ⴼⵍⵍⴰⵙ ⵏⴰⴽⵯⵉ.,ور يادللي نومميل اد نن فللاس ناكⵯي.,ur yadlli nummil ad nn fllas nakⵯi.
We didn't intend to attack him.,ⵓⵔ ⵢⴰⴷⵍⵍⵉ ⵏⵓⵎⵎⵉⵍ ⴰⴷ ⴼⵍⵍⴰⵙ ⵏⵙⵓⴳ.,Tachelhit,ⵓⵔ ⵢⴰⴷⵍⵍⵉ ⵏⵓⵎⵎⵉⵍ ⴰⴷ ⴼⵍⵍⴰⵙ ⵏⵙⵓⴳ.,ور يادللي نومميل اد فللاس نسوڭ.,ur yadlli nummil ad fllas nsug.
Tom was the one who helped me paint my house.,ⵜⵓⵎ ⴰⵢⴷ ⵉⴳⴰⵏ ⵡⴰⵍⵍⵉ ⵉⵢⵉ ⵢⵉⵡⵙⵏ ⴰⴷ ⵖⵎⵓⵖ ⵜⴰⴷⴷⴰⵔⵜ ⵉⵏⵓ.,Tachelhit,ⵜⵓⵎ ⴰⵢⴷ ⵉⴳⴰⵏ ⵡⴰⵍⵍⵉ ⵉⵢⵉ ⵢⵉⵡⵙⵏ ⴰⴷ ⵖⵎⵓⵖ ⵜⴰⴷⴷⴰⵔⵜ ⵉⵏⵓ.,توم ايد يڭان واللي ييي ييوسن اد غموغ تاددارت ينو.,tum ayd igan walli iyi yiwsn ad ɣmuɣ taddart inu.
