English_Sentence,Tamazight_Sentence,Dialect,Tamazight_Tifinagh,Tamazight_Arabic,Tamazight_Latin
"Rifians in Europe. Until now, we don't know how many Rifians are living in Europe, because they are registered as  moroccans.","Irifiyen d Uruppa.Ar lux, wer nessin ca mecḥal i yellan d Irifiyen izeddɣen deg Uruppa. Minzi tteḥsaben-ten aked Imeɣrabiyen.",Other,"ⵉⵔⵉⴼⵉⵢⴻⵏ ⴷ ⵓⵔⵓⵒⵒⴰ.ⴰⵔ ⵍⵓⵅ, ⵡⴻⵔ ⵏⴻⵙⵙⵉⵏ ⵛⴰ ⵎⴻⵛⵃⴰⵍ ⵉ ⵢⴻⵍⵍⴰⵏ ⴷ ⵉⵔⵉⴼⵉⵢⴻⵏ ⵉⵣⴻⴷⴷⵖⴻⵏ ⴷⴻⴳ ⵓⵔⵓⵒⵒⴰ. ⵎⵉⵏⵣⵉ ⵜⵜⴻⵃⵙⴰⴱⴻⵏ-ⵜⴻⵏ ⴰⴽⴻⴷ ⵉⵎⴻⵖⵔⴰⴱⵉⵢⴻⵏ.","يريفيي ْن د وروببا.ار لوخ, و ْر ن ْسسين شا م ْشحال ي ي ْللان د يريفيي ْن يز ْددغ ْن د ْڭ وروببا. مينزي تت ْحساب ْن-ت ْن اك ْد يم ْغرابيي ْن.","irifiyen d uruppa.ar lu5, wer nessin sha meshḥal i yellan d irifiyen izeddɣen deg uruppa. minzi tteḥsaben-ten aked imeɣrabiyen."
"Rifians and Melilla Now, we need to talk about Rifians in Melilla, who are between 30 000 to 40 000 people. Which means between 40% and 50% of the entire population of Melilla.",Irifiyen d Mlilet. Luxa yeqqim a nessiwel x Irifiyen n Mlilet i yetteggen jar 30 000 ar 40 000 n yewdan. Ittsemma jar 40% ar 50% zeg imezdaɣ n Mlilet.,Other,ⵉⵔⵉⴼⵉⵢⴻⵏ ⴷ ⵎⵍⵉⵍⴻⵜ. ⵍⵓⵅⴰ ⵢⴻⵇⵇⵉⵎ ⴰ ⵏⴻⵙⵙⵉⵡⴻⵍ ⵅ ⵉⵔⵉⴼⵉⵢⴻⵏ ⵏ ⵎⵍⵉⵍⴻⵜ ⵉ ⵢⴻⵜⵜⴻⴳⴳⴻⵏ ⵊⴰⵔ 30 000 ⴰⵔ 40 000 ⵏ ⵢⴻⵡⴷⴰⵏ. ⵉⵜⵜⵙⴻⵎⵎⴰ ⵊⴰⵔ 40% ⴰⵔ ⵅ0% ⵣⴻⴳ ⵉⵎⴻⵣⴷⴰⵖ ⵏ ⵎⵍⵉⵍⴻⵜ.,يريفيي ْن د مليل ْت. لوخا ي ْققيم ا ن ْسسيو ْل خ يريفيي ْن ن مليل ْت ي ي ْتت ْڭڭ ْن جار 30 000 ار 40 000 ن ي ْودان. يتتس ْمما جار 40% ار خ0% ز ْڭ يم ْزداغ ن مليل ْت.,irifiyen d mlilet. lu5a ye99im a nessiwel 5 irifiyen n mlilet i yetteggen jar 30 000 ar 40 000 n yewdan. ittsemma jar 40% ar 50% zeg imezdaɣ n mlilet.
"In reality, Rifians of Melilla now have the Spanish passport, but that was not the case in the past. They were not considered being Spanish even though they were born there. In the year 1986, Omar Muhemmadi Duduh started a protest against the government of Felipe Gonzalez because of the situation of Rifians in Melilla.","S tidett, Irifiyen di Mlilet lux ɛelmen ljinsiya Taspanyut, maca qbel ila wer ɣer-sen telli. Ttuɣa wer x-asen ttḥsiben ca d Ispunya waxxa lulen din. Deg useggʷas n 1986, isnekker Ɛumar Muḥemmadi Duduḥ ijjen ɣewweɣ x lḥakem Felipe Gonzalez alaḥsab lḥal n Irifiyen di Mlilet.",Other,"ⵙ ⵜⵉⴷⴻⵜⵜ, ⵉⵔⵉⴼⵉⵢⴻⵏ ⴷⵉ ⵎⵍⵉⵍⴻⵜ ⵍⵓⵅ ⵄⴻⵍⵎⴻⵏ ⵍⵊⵉⵏⵙⵉⵢⴰ ⵜⴰⵙⵒⴰⵏⵢⵓⵜ, ⵎⴰⵛⴰ ⵇⴱⴻⵍ ⵉⵍⴰ ⵡⴻⵔ ⵖⴻⵔ-ⵙⴻⵏ ⵜⴻⵍⵍⵉ. ⵜⵜⵓⵖⴰ ⵡⴻⵔ ⵅ-ⴰⵙⴻⵏ ⵜⵜⵃⵙⵉⴱⴻⵏ ⵛⴰ ⴷ ⵉⵙⵒⵓⵏⵢⴰ ⵡⴰⵅⵅⴰ ⵍⵓⵍⴻⵏ ⴷⵉⵏ. ⴷⴻⴳ ⵓⵙⴻⴳⴳʷⴰⵙ ⵏ 1ⵇ86, ⵉⵙⵏⴻⴽⴽⴻⵔ Ɛⵓⵎⴰⵔ ⵎⵓⵃⴻⵎⵎⴰⴷⵉ ⴷⵓⴷⵓⵃ ⵉⵊⵊⴻⵏ ⵖⴻⵡⵡⴻⵖ ⵅ ⵍⵃⴰⴽⴻⵎ ⴼⴻⵍⵉⵒⴻ ⴳoⵏⵣⴰⵍⴻⵣ ⴰⵍⴰⵃⵙⴰⴱ ⵍⵃⴰⵍ ⵏ ⵉⵔⵉⴼⵉⵢⴻⵏ ⴷⵉ ⵎⵍⵉⵍⴻⵜ.","س تيد ْتت, يريفيي ْن دي مليل ْت لوخ ع ْلم ْن لجينسييا تاسبانيوت, ماشا قب ْل يلا و ْر غ ْر-س ْن ت ْللي. تتوغا و ْر خ-اس ْن تتحسيب ْن شا د يسبونيا واخخا لول ْن دين. د ْڭ وس ْڭڭʷاس ن 1ق86, يسن ْكك ْر Ɛومار موح ْممادي دودوح يجج ْن غ ْوو ْغ خ لحاك ْم ف ْليب ْ ڭoنزال ْز الاحساب لحال ن يريفيي ْن دي مليل ْت.","s tidett, irifiyen di mlilet lu5 ɛelmen ljinsiya taspanyut, masha 9bel ila wer ɣer-sen telli. ttuɣa wer 5-asen ttḥsiben sha d ispunya wa55a lulen din. deg useggʷas n 1986, isnekker ɛumar muḥemmadi duduḥ ijjen ɣewweɣ 5 lḥakem felipe gonzalez alaḥsab lḥal n irifiyen di mlilet."
Heart,Ul,Tarifit,ⵓⵍ,ول,ul
Mountain,Adrar,Tarifit,ⴰⴷⵔⴰⵔ,ادرار,adrar
Sea and sky,Ilel d ujnna,Tarifit,ⵉⵍⴻⵍ ⴷ ⵓⵊⵏⵏⴰ,يل ْل د وجننا,ilel d ujnna
The tale and the ash,Tanfust d tnifst,Tarifit,ⵜⴰⵏⴼⵓⵙⵜ ⴷ ⵜⵏⵉⴼⵙⵜ,تانفوست د تنيفست,tanfust d tnifst
Child,ⴰⵃⴰⵎⵓⵛ,Tarifit,ⴰⵃⴰⵎⵓⵛ,احاموش,aḥamush
Child,ⴰⴼⵔⵓⵊ,Tarifit,ⴰⴼⵔⵓⵊ,افروج,afruj
illusion ,ⵎⴰⵔⵓⵔ,Other,ⵎⴰⵔⵓⵔ,مارور,marur
trap,ⵜⴰⵎⴷⴰⵢⵜ,Other,ⵜⴰⵎⴷⴰⵢⵜ,تامدايت,tamdayt
break,ⵉⵕⵥⴰ,Tachelhit,ⵉⵕⵥⴰ,يرّزّا,iṛẓa
more,ⵓⴳⴳⴰⵔ ,Tachelhit,ⵓⴳⴳⴰⵔ ,وڭڭار ,uggar 
much,ⴱⴰⵀⵔⴰ,Tachelhit,ⴱⴰⵀⵔⴰ,باهرا,bahra
I remember it.,ⴽⵜⵉⵃⵜ,Tachelhit,ⴽⵜⵉⵃⵜ,كتيحت,ktiḥt
Excuse me where I didn't answer you because I was busy.,ⵙⵓⵔⴼⵉⵢⵉ ⵓⵔⴰⴽ ⵔⴰⵕⵃ ⴰⵛⴽⵓ ⵓⵔⵉⵢⵉⴷ ⵢⴰⵖ,Tachelhit,ⵙⵓⵔⴼⵉⵢⵉ ⵓⵔⴰⴽ ⵔⴰⵕⵃ ⴰⵛⴽⵓ ⵓⵔⵉⵢⵉⴷ ⵢⴰⵖ,سورفييي وراك رارّح اشكو وريييد ياغ,surfiyi urak raṛḥ ashku uriyid yaɣ
"You are crazy, Iddr!",ⵡⴰⵛ ⴰⵜⴳⵉⵜ ⴰⵢⴷⴻⵔ,Tachelhit,ⵡⴰⵛ ⴰⵜⴳⵉⵜ ⴰⵢⴷⴻⵔ,واش اتڭيت ايد ْر,wash atgit ayder
I don't have money,ⵓⵔ ⴷⴰⵔⵉ ⵉⵇⴰⵕⵉⴹⵏ ,Tachelhit,ⵓⵔ ⴷⴰⵔⵉ ⵉⵇⴰⵕⵉⴹⵏ ,ور داري يقارّيضن ,ur dari i9aṛiḍn 
Excuse me!,ⵙⵙⵓⵔⴼⵉⵢⵉ ,Tachelhit,ⵙⵙⵓⵔⴼⵉⵢⵉ ,سسورفييي ,ssurfiyi 
What did you say?,ⵎⴰⵙ ⵜⵏⵏⵉⵜ,Tachelhit,ⵎⴰⵙ ⵜⵏⵏⵉⵜ,ماس تننيت,mas tnnit
"Let's go to Agadir owfella, Everybody is talking about its beauty.","ⵢⴰⵍⵍⴰⵀ ⴰ ⴷⴷⵓ ⵙ ⴰⴳⴰⴷⵉⵔ ⵓⴼⵍⵍⴰ, ⴰⵔ ⵜⵉⵏⵉⵏ ⵉⴼⵓⵍⴽⵉ ⵖⵉⵏ",Tachelhit,"ⵢⴰⵍⵍⴰⵀ ⴰ ⴷⴷⵓ ⵙ ⴰⴳⴰⴷⵉⵔ ⵓⴼⵍⵍⴰ, ⴰⵔ ⵜⵉⵏⵉⵏ ⵉⴼⵓⵍⴽⵉ ⵖⵉⵏ","ياللاه ا ددو س اڭادير وفللا, ار تينين يفولكي غين","yallah a ddu s agadir uflla, ar tinin ifulki ɣin"
Where is he?,ⵎⴰⵏⵣⴰⵜ? ,Tachelhit,ⵎⴰⵏⵣⴰⵜ? ,مانزات? ,manzat? 
We remembered the days,ⴰⴷⴰⵃⴷ ⵙⴽⵜⵉⵏ ⵓⵙⵙⴰⵏ ,Tachelhit,ⴰⴷⴰⵃⴷ ⵙⴽⵜⵉⵏ ⵓⵙⵙⴰⵏ ,اداحد سكتين وسسان ,adaḥd sktin ussan 
I have a problem,ⴷⴰⵔⵉ ⵜⴰⵎⵓⴽⵔⵉⵙⵜ ,Tachelhit,ⴷⴰⵔⵉ ⵜⴰⵎⵓⴽⵔⵉⵙⵜ ,داري تاموكريست ,dari tamukrist 
I still don't want to go.,ⵓⵔⵜⴰ ⵔⵉⵃ ⴰⴷⴷⵓⵃ,Tachelhit,ⵓⵔⵜⴰ ⵔⵉⵃ ⴰⴷⴷⵓⵃ,ورتا ريح اددوح,urta riḥ adduḥ
I don't speak Arabic,ⵓⵔⴰ ⵙⴰⵡⴰⵍⵃ ⵜⴰⵄⵔⴰⴱⵜ ,Tachelhit,ⵓⵔⴰ ⵙⴰⵡⴰⵍⵃ ⵜⴰⵄⵔⴰⴱⵜ ,ورا ساوالح تاعرابت ,ura sawalḥ taɛrabt 
Yellow,awraɣ,Central,ⴰⵡⵔⴰⵖ,اوراغ,awraɣ
Red,azggwaɣ,Central,ⴰⵣⴳⴳⵡⴰⵖ,ازڭڭواغ,azggwaɣ
Because,acku,Central,ⴰⵛⴽⵓ,اشكو,ashku
Black,abrkan,Central,ⴰⴱⵔⴽⴰⵏ,ابركان,abrkan
I love you,Dak tirikh,Central,ⴷⴰⴽ ⵜⵉⵔⵉⴽⵀ,داك تيريكه,dak tirikh
I love you,Dakm tirikh,Central,ⴷⴰⴽⵎ ⵜⵉⵔⵉⴽⵀ,داكم تيريكه,dakm tirikh
You can't live in Tiznit if you don't speak Tachelhit,ⵓⵔⵜⵣⴹⴰⵔⵜ ⴰⵜⵣⴷⵖⵜ ⵃ ⵜⵉⵣⵏⵉⵜ ⵉⵢ ⵓⵔⵜⵙⵏⵜ ⵜⴰⵛⵍⵃⵉⵜ,Tachelhit,ⵓⵔⵜⵣⴹⴰⵔⵜ ⴰⵜⵣⴷⵖⵜ ⵃ ⵜⵉⵣⵏⵉⵜ ⵉⵢ ⵓⵔⵜⵙⵏⵜ ⵜⴰⵛⵍⵃⵉⵜ,ورتزضارت اتزدغت ح تيزنيت يي ورتسنت تاشلحيت,urtzḍart atzdɣt ḥ tiznit iy urtsnt tashlḥit
What's your name?,ⵎⴰⴷⴰⴽ ⵉⵙⵎ? ,Tachelhit,ⵎⴰⴷⴰⴽ ⵉⵙⵎ? ,ماداك يسم? ,madak ism? 
I can hear it,ⵣⴷⴰⵔⵃ ⴰⴷⴰⵙ ⵙⵍⵍⴰⵃ,Tachelhit,ⵣⴷⴰⵔⵃ ⴰⴷⴰⵙ ⵙⵍⵍⴰⵃ,زدارح اداس سللاح,zdarḥ adas sllaḥ
what's this?,ⵎⴰⵢⴳⴰ ⵖⴰⵢⴰⴷ? ,Tachelhit,ⵎⴰⵢⴳⴰ ⵖⴰⵢⴰⴷ? ,مايڭا غاياد? ,mayga ɣayad? 
Can you help me?,ⵜⵣⴷⴰⵔⵜ ⴰⵢⵉ ⵜⴰⵡⵙⵜ? ,Tachelhit,ⵜⵣⴷⴰⵔⵜ ⴰⵢⵉ ⵜⴰⵡⵙⵜ? ,تزدارت ايي تاوست? ,tzdart ayi tawst? 
Are you alone?,ⵉⵣⴷ ⵜⴳⵉⵜ ⵡⴰⵃⴷⵓⴽ? ,Tachelhit,ⵉⵣⴷ ⵜⴳⵉⵜ ⵡⴰⵃⴷⵓⴽ? ,يزد تڭيت واحدوك? ,izd tgit waḥduk? 
what did you say?,ⵎⴰⵙ ⵜⵏⵏⵉⵜ? ,Tachelhit,ⵎⴰⵙ ⵜⵏⵏⵉⵜ? ,ماس تننيت? ,mas tnnit? 
Tom won't let Mary go.,ⵟⵓⵎ ⵓⵔⴰⵢⴰⵊ ⵎⴰⵔⵉ ⴰⵜⴷⴷⵓ,Tachelhit,ⵟⵓⵎ ⵓⵔⴰⵢⴰⵊ ⵎⴰⵔⵉ ⴰⵜⴷⴷⵓ,طوم وراياج ماري اتددو,ṭum urayaj mari atddu
You'd better go home.,ⵢⵓⴼⴰⴽ ⴰⵜⴷⴷⵓⵜ ⵙ ⵜⴳⵎⵎⵉ ,Tachelhit,ⵢⵓⴼⴰⴽ ⴰⵜⴷⴷⵓⵜ ⵙ ⵜⴳⵎⵎⵉ ,يوفاك اتددوت س تڭممي ,yufak atddut s tgmmi 
Most boys know his name.,ⵜⵓⴳⵜⵜ ⵏ ⴷⵔⵔⵉⵜ ⵙⵉⵏ ⵉⵙⵎ ⵏⵙ,Tachelhit,ⵜⵓⴳⵜⵜ ⵏ ⴷⵔⵔⵉⵜ ⵙⵉⵏ ⵉⵙⵎ ⵏⵙ,توڭتت ن درريت سين يسم نس,tugtt n drrit sin ism ns
tom is lying to you,ⴰⵔ ⴼⵍⵍⴰⵎ ⵉⵙⴽⵉⵔⴽⵉⵙ ⵜⵓⵎ.,Tachelhit,ⴰⵔ ⴼⵍⵍⴰⵎ ⵉⵙⴽⵉⵔⴽⵉⵙ ⵜⵓⵎ.,ار فللام يسكيركيس توم.,ar fllam iskirkis tum.
Sami doesn't want to be friends with Laila,ⵓⵔ ⵉⵔⵉ ⵙⴰⵎⵉ ⴰⴷ ⵉⴷⴷⵓⴽⴽⵍ ⴷ ⵍⴰⵢⵍⴰ.,Tachelhit,ⵓⵔ ⵉⵔⵉ ⵙⴰⵎⵉ ⴰⴷ ⵉⴷⴷⵓⴽⴽⵍ ⴷ ⵍⴰⵢⵍⴰ.,ور يري سامي اد يددوككل د لايلا.,ur iri sami ad iddukkl d layla.
Sami killed Laila and then killed himself,ⵉⵏⵖⴰ ⵙⴰⵎⵉ ⵍⴰⵢⵍⴰ ⵉⵏⵖ ⵉⵍⵎⵎⴰ ⵉⵅⴼ ⵏⵏⵙ.,Tachelhit,ⵉⵏⵖⴰ ⵙⴰⵎⵉ ⵍⴰⵢⵍⴰ ⵉⵏⵖ ⵉⵍⵎⵎⴰ ⵉⵅⴼ ⵏⵏⵙ.,ينغا سامي لايلا ينغ يلمما يخف ننس.,inɣa sami layla inɣ ilmma i5f nns.
he traveled to London to learn English.,ⵉⵎⵎⵓⴷⴷⴰ ⵙ ⵍⵓⵏⴷⵓⵏ ⴰⴷ ⵉⵍⵎⴷ ⵜⴰⵏⴳⵍⵉⵣⵉⵜ.,Tachelhit,ⵉⵎⵎⵓⴷⴷⴰ ⵙ ⵍⵓⵏⴷⵓⵏ ⴰⴷ ⵉⵍⵎⴷ ⵜⴰⵏⴳⵍⵉⵣⵉⵜ.,يمموددا س لوندون اد يلمد تانڭليزيت.,immudda s lundun ad ilmd tanglizit.
my dad's name is hmmou,ⴱⴰⴱⴰ ⵉⵙⵎ ⴰⵙ ⵀⵎⵎⵓ.,Tachelhit,ⴱⴰⴱⴰ ⵉⵙⵎ ⴰⵙ ⵀⵎⵎⵓ.,بابا يسم اس هممو.,baba ism as hmmu.
David is handsome.,ⴷⴰⴼⵉⴷ ⵉⴼⵓⵍⴽⵉ.,Tachelhit,ⴷⴰⴼⵉⴷ ⵉⴼⵓⵍⴽⵉ.,دافيد يفولكي.,dafid ifulki.
sit down!,ⵙⴽⴽⵓⵙ!,Tachelhit,ⵙⴽⴽⵓⵙ!,سككوس!,skkus!
John went to France yesterday,ⵉⴼⵜⴰ ⵊⵓⵏ ⵙ ⴼⵕⴰⵏⵙⴰ ⵉⴹⴳⴰⵎ.,Tachelhit,ⵉⴼⵜⴰ ⵊⵓⵏ ⵙ ⴼⵕⴰⵏⵙⴰ ⵉⴹⴳⴰⵎ.,يفتا جون س فرّانسا يضڭام.,ifta jun s fṛansa iḍgam.
"take it with you, please ",ⴰⵡⵉ ⵜⵜ ⴷⵉⴽ ⵄⴰⴼⴰⴽ.,Tachelhit,ⴰⵡⵉ ⵜⵜ ⴷⵉⴽ ⵄⴰⴼⴰⴽ.,اوي تت ديك عافاك.,awi tt dik ɛafak.
are you crazy? ,ⵉⵙ ⵜⵅⵍⴰⵎⵜ?,Tachelhit,ⵉⵙ ⵜⵅⵍⴰⵎⵜ?,يس تخلامت?,is t5lamt?
where are you? ,ⵎⴰⵏⵉ ⴳ ⵜⵍⵍⴰⵎ?,Tachelhit,ⵎⴰⵏⵉ ⴳ ⵜⵍⵍⴰⵎ?,ماني ڭ تللام?,mani g tllam?
I wanted to hit him but he ran away from me,ⵔⵉⵖ ⴰⴷ ⵜ ⵓⵜⵖ ⵡⴰⵢⵏⵏⵉ ⵉⵔⵓⵔ ⵉⵢⵉ.,Tachelhit,ⵔⵉⵖ ⴰⴷ ⵜ ⵓⵜⵖ ⵡⴰⵢⵏⵏⵉ ⵉⵔⵓⵔ ⵉⵢⵉ.,ريغ اد ت وتغ واينني يرور ييي.,riɣ ad t utɣ waynni irur iyi.
I wanna talk with your daughter,ⵔⵉⵖ ⴰⴷ ⵙⴰⵡⵍⵖ ⴷ ⵉⵍⵍⵉⴽ.,Tachelhit,ⵔⵉⵖ ⴰⴷ ⵙⴰⵡⵍⵖ ⴷ ⵉⵍⵍⵉⴽ.,ريغ اد ساولغ د يلليك.,riɣ ad sawlɣ d illik.
"give us some water, please ","ⴼⴽ-ⴰⵖ ⴰⵎⴰⵏ, ⵉ ⵔⴱⴱⵉ !",Tachelhit,"ⴼⴽ-ⴰⵖ ⴰⵎⴰⵏ, ⵉ ⵔⴱⴱⵉ !","فك-اغ امان, ي رببي !","fk-aɣ aman, i rbbi !"
I'm not good for you.,ⵓⵔ ⴰⵎ ⴳⵉⵖ ⵏⴽⴽⵉ.,Tachelhit,ⵓⵔ ⴰⵎ ⴳⵉⵖ ⵏⴽⴽⵉ.,ور ام ڭيغ نككي.,ur am giɣ nkki.
How long will you stay in Japan?,ⵎⵏⵛⵜ ⵏ ⵜⵉⵣⵉ ⴰ ⵔⴰⴷ ⵏⵏ ⵜⴽⴽⴷ ⴳ ⵊⵊⴰⴱⴱⵓⵏ?,Tachelhit,ⵎⵏⵛⵜ ⵏ ⵜⵉⵣⵉ ⴰ ⵔⴰⴷ ⵏⵏ ⵜⴽⴽⴷ ⴳ ⵊⵊⴰⴱⴱⵓⵏ?,منشت ن تيزي ا راد نن تككد ڭ ججاببون?,mnsht n tizi a rad nn tkkd g jjabbun?
igoudar were the old bank,ⴽⴽⴰⵏ ⵜⵜ ⵉⵏⵏ ⵉⴳⵓⴷⴰⵔ ⵏⵜⵜⵏⵉ ⴰⴷ ⵉⴳⴰⵏ ⵍⴱⴰⵏⴽ ⵏ ⵣⵉⴽⴽ ⵍⵃⴰⵍ.,Tachelhit,ⴽⴽⴰⵏ ⵜⵜ ⵉⵏⵏ ⵉⴳⵓⴷⴰⵔ ⵏⵜⵜⵏⵉ ⴰⴷ ⵉⴳⴰⵏ ⵍⴱⴰⵏⴽ ⵏ ⵣⵉⴽⴽ ⵍⵃⴰⵍ.,ككان تت ينن يڭودار نتتني اد يڭان لبانك ن زيكك لحال.,kkan tt inn igudar nttni ad igan lbank n zikk lḥal.
I planted flowers,ⵥⵥⵉⵖ ⵉⵊⵊⵉⴳⵏ.,Tachelhit,ⵥⵥⵉⵖ ⵉⵊⵊⵉⴳⵏ.,زّزّيغ يججيڭن.,ẓẓiɣ ijjign.
they speak French in France ,ⵜⴰⴼⵕⴰⵏⵙⵉⵙⵜ ⴰⵔ ⵙⵉⵙ ⵙⴰⵡⴰⵍⵏ ⵖ ⴼⵕⴰⵏⵙⴰ.,Tachelhit,ⵜⴰⴼⵕⴰⵏⵙⵉⵙⵜ ⴰⵔ ⵙⵉⵙ ⵙⴰⵡⴰⵍⵏ ⵖ ⴼⵕⴰⵏⵙⴰ.,تافرّانسيست ار سيس ساوالن غ فرّانسا.,tafṛansist ar sis sawaln ɣ fṛansa.
write it for me,ⴰⵔⴰⵢⵉⵜ,Tachelhit,ⴰⵔⴰⵢⵉⵜ,اراييت,arayit
I always pray my prayers every day.,ⴰⵔ ⴱⴷⴷⴰ ⵜⵥⴰⵍⵍⴰⵃ ⵜⴰⵥⴰⵍⵍⵉⵜ ⵉⵏⵓ ⴽⵔⴰⵢ ⴳⴰⵜ ⴰⵙⵙ ,Tachelhit,ⴰⵔ ⴱⴷⴷⴰ ⵜⵥⴰⵍⵍⴰⵃ ⵜⴰⵥⴰⵍⵍⵉⵜ ⵉⵏⵓ ⴽⵔⴰⵢ ⴳⴰⵜ ⴰⵙⵙ ,ار بددا تزّاللاح تازّالليت ينو كراي ڭات اسس ,ar bdda tẓallaḥ taẓallit inu kray gat ass 
Do you know English?,ⵜⵙⴻⵏⵜ ⵜⴰⵏⴳⵍⵉⵣⵉⵜ? ,Tachelhit,ⵜⵙⴻⵏⵜ ⵜⴰⵏⴳⵍⵉⵣⵉⵜ? ,تس ْنت تانڭليزيت? ,tsent tanglizit? 
How much is that?,ⵎⵏⵛⴽ ⴰⵢⴳⴰ ⵖⵡⴰⵏ? ,Tachelhit,ⵎⵏⵛⴽ ⴰⵢⴳⴰ ⵖⵡⴰⵏ? ,منشك ايڭا غوان? ,mnshk ayga ɣwan? 
Do you know me?,ⵜⵙⵏⵜⵉⵢⵉ? ,Tachelhit,ⵜⵙⵏⵜⵉⵢⵉ? ,تسنتييي? ,tsntiyi? 
I have no idea what you mean.,ⵓⵔⵙⴻⵏⵃ ⵎⴰⵜⵔⵉⵜ ⴰⵜⵉ ⵜⵉⵏⵉⵜ? ,Tachelhit,ⵓⵔⵙⴻⵏⵃ ⵎⴰⵜⵔⵉⵜ ⴰⵜⵉ ⵜⵉⵏⵉⵜ? ,ورس ْنح ماتريت اتي تينيت? ,ursenḥ matrit ati tinit? 
Tom promised Mary that he'd be home by 5:30.,ⵟⵓⵎ ⵉⵇⴰⵡⵍ ⵉ ⵎⴰⵔⵉ ⵎⴰⵙⴷ 5:30 ⵔⴰ ⵢⵉⵍⵉ ⵢ ⵜⴳⵎⵎⵉ ,Tachelhit,ⵟⵓⵎ ⵉⵇⴰⵡⵍ ⵉ ⵎⴰⵔⵉ ⵎⴰⵙⴷ 5:30 ⵔⴰ ⵢⵉⵍⵉ ⵢ ⵜⴳⵎⵎⵉ ,طوم يقاول ي ماري ماسد 5:30 را ييلي ي تڭممي ,ṭum i9awl i mari masd 5:30 ra yili y tgmmi 
He doesn't know me.,ⵓⵔⵉⵢⵉ ⵉⵙⵙⵏ,Tachelhit,ⵓⵔⵉⵢⵉ ⵉⵙⵙⵏ,ورييي يسسن,uriyi issn
Turn the key to the right.,ⵔⴰⵔ ⵜⴰⵙⴰⵔⵓⵜ ⵙ ⵓⴼⴰⵙⵉ,Tachelhit,ⵔⴰⵔ ⵜⴰⵙⴰⵔⵓⵜ ⵙ ⵓⴼⴰⵙⵉ,رار تاساروت س وفاسي,rar tasarut s ufasi
Don't worry about my dog.,ⴰⴽⴽⴰⴽ ⵓⵔ ⵉⵙⵙⵉⵃⵍ ⵉⴽⵣⵉⵏ ⵉⵏⵓ,Tachelhit,ⴰⴽⴽⴰⴽ ⵓⵔ ⵉⵙⵙⵉⵃⵍ ⵉⴽⵣⵉⵏ ⵉⵏⵓ,اككاك ور يسسيحل يكزين ينو,akkak ur issiḥl ikzin inu
I'll meet them at six.,ⵔⴰⵜⵏ ⵎⵉⴳⵉⵔⵃ ⵃ ⵜⵉⵙⵙ ⵚⴹⵉⵚ ,Tachelhit,ⵔⴰⵜⵏ ⵎⵉⴳⵉⵔⵃ ⵃ ⵜⵉⵙⵙ ⵚⴹⵉⵚ ,راتن ميڭيرح ح تيسس صضيص ,ratn migirḥ ḥ tiss ṣḍiṣ 
I got up early.,ⵏⵏⴽⵔⵢⴷ ⵣⵉⴽ,Tachelhit,ⵏⵏⴽⵔⵢⴷ ⵣⵉⴽ,ننكريد زيك,nnkryd zik
Bill is two years older than I am.,ⴱⵉⵍ ⵢⵓⴳⵔⵉⵢⵉ ⵙ ⵙⵉⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ,Tachelhit,ⴱⵉⵍ ⵢⵓⴳⵔⵉⵢⵉ ⵙ ⵙⵉⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ,بيل يوڭرييي س سين يسڭڭⵯاسن ,bil yugriyi s sin isggⵯasn 
She came with good news.,ⵜⵉⵡⵉⴷ ⵍⴰⵅⴱⴰⵔ ⵏ ⵍⵎⵍⵉⵃ,Tachelhit,ⵜⵉⵡⵉⴷ ⵍⴰⵅⴱⴰⵔ ⵏ ⵍⵎⵍⵉⵃ,تيويد لاخبار ن لمليح,tiwid la5bar n lmliḥ
I have nothing to do at the moment.,ⵓⵔ ⴷⴰⵔⵉ ⵎⴰⴷⵙⴽⴰⵔⵃ ⵖⵉⵍⴰⴷ,Tachelhit,ⵓⵔ ⴷⴰⵔⵉ ⵎⴰⴷⵙⴽⴰⵔⵃ ⵖⵉⵍⴰⴷ,ور داري مادسكارح غيلاد,ur dari madskarḥ ɣilad
My friends call me Ken.,ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⵉⵏⵓ ⴰⵔⵉⵢⵉ ⴰⵇⵔⴰⵏ ⵙ ⴽⵉⵏ,Tachelhit,ⵉⵎⴷⴷⵓⴽⴽⴰⵍ ⵉⵏⵓ ⴰⵔⵉⵢⵉ ⴰⵇⵔⴰⵏ ⵙ ⴽⵉⵏ,يمددوككال ينو ارييي اقران س كين,imddukkal inu ariyi a9ran s kin
I know him very well.,ⵙⵙⴻⵏⵃⵜ ⴱⴰⵀⵔⴰ,Tachelhit,ⵙⵙⴻⵏⵃⵜ ⴱⴰⵀⵔⴰ,سس ْنحت باهرا,ssenḥt bahra
How many siblings do you have?,ⵎⵏⵛⴽ ⵏ ⴰⵢⵜⵎⴰⵜⵏ ⴰⴷⴷⴰⵔⴽ? ,Tachelhit,ⵎⵏⵛⴽ ⵏ ⴰⵢⵜⵎⴰⵜⵏ ⴰⴷⴷⴰⵔⴽ? ,منشك ن ايتماتن اددارك? ,mnshk n aytmatn addark? 
